Date,Year,Distance,Standard Distance?,Event / Venue,Joggler,Gender,Nationality,Finish Time,Drops,Notes / Result Links
1983,1983,3b 5km,Yes,"IJA, Purchase, NY",Shidan Habib,M,0,00:19:35,?,http://www.juggling.org/orgs/ija/champs.txt
1983,1983,3b Mile,Yes,"IJA, Purchase, NY",Paul Bernardo,M,0,00:05:38,?,http://www.juggling.org/orgs/ija/champs.txt
1983,1983,3b Mile,Yes,"IJA, Purchase, NY",Andrew Head,M,0,00:05:29,?,http://www.juggling.org/orgs/ija/champs.txt
1983,1983,3b Mile,Yes,"IJA, Purchase, NY",Michel Lauzière,M,CAN,00:05:25,?,http://www.juggling.org/orgs/ija/champs.txt
1983,1983,3c Marathon,No,Swindon Marathon,Colin Francome,M,GBR,04:26:00,?,"Phone call with Colin, August 2023"
1982,1982,3b 5km,Yes,"IJA, Santa Barbara",David Marcias,M,0,00:19:51,?,http://www.juggling.org/orgs/ija/champs.txt
1982,1982,3b 5km,Yes,"IJA, Santa Barbara",Sean McLoughlin,M,0,00:19:00,?,http://www.juggling.org/orgs/ija/champs.txt
1982,1982,3b 5km,Yes,"IJA, Santa Barbara",Marty Gardella,M,0,00:18:47,?,http://www.juggling.org/orgs/ija/champs.txt
1982,1982,3b Mile,Yes,"IJA, Santa Barbara",Bill Giduz,M,USA,00:05:36,?,http://www.juggling.org/orgs/ija/champs.txt
1982,1982,3b Mile,Yes,"IJA, Santa Barbara",Paul Williams,M,0,00:05:29,?,http://www.juggling.org/orgs/ija/champs.txt
1982,1982,3b Mile,Yes,"IJA, Santa Barbara",Sean McLoughlin,M,0,00:05:15,?,http://www.juggling.org/orgs/ija/champs.txt
1982,1982,3b Half Marathon,Yes,Montreal University Half Marathon,Michel Lauzière,M,CAN,01:19:00,?,Email exchange
